Directory,Status,Duration,SUs,Failure Reason,Vol Error (AF),Vol Error (%),Max WSEL Err,Start Time,End Time,Failure Info,Max WSE (ft),Max Depth (ft),Max Velocity (ft/s),Max Volume (ft^3),Max Flow Balance (ft^3/s),Max Wind (ft/s),Mean BC (ft),Max BC (ft)
S1329,Success,10h 30m 16s,33,,17584.0,0.2135,1.92,Jul 23 17:11,Jul 24 03:41,,327.66,19.71,10.35,647254400.0,261244.08,114.1,1.31,10.42
S1326,Success,8h 28m 44s,27,,17333.0,0.2509,0.46,Jul 23 17:10,Jul 24 01:39,,327.66,9.81,8.37,593679872.0,300503.41,193.49,0.64,8.24
S1332,Success,5h 17m 41s,18,,13692.0,0.2355,0.18,Jul 23 17:06,Jul 23 22:24,,327.66,8.75,6.62,580081536.0,158603.42,54.81,0.6,8.24
S1338,Success,5h 21m 41s,18,,12061.0,0.2068,0.95,Jul 23 17:06,Jul 23 22:28,,327.66,9.8,8.82,589388096.0,308268.69,85.9,0.78,8.24
S1442,Success,6h 57m 9s,21,,17605.0,0.3062,0.71,Jul 23 17:12,Jul 24 00:09,,327.66,10.79,7.29,561022464.0,184413.38,128.83,0.12,8.24
S1334,Success,4h 54m 25s,15,,12925.0,0.2424,0.23,Jul 23 17:06,Jul 23 22:01,,327.66,6.15,5.98,571029568.0,276615.19,94.71,0.54,8.24
S1336,Success,5h 15m 48s,18,,13661.0,0.2464,0.18,Jul 23 17:07,Jul 23 22:22,,327.66,8.72,6.35,563518848.0,166554.78,62.78,0.4,8.24
S1340,Success,4h 56m 57s,15,,12359.0,0.2219,0.23,Jul 23 17:05,Jul 23 22:02,,327.66,6.41,6.11,576054912.0,185296.58,48.6,0.67,8.24
S1341,Success,3h 42m 5s,12,,9298.0,0.205,0.08,Jul 23 17:10,Jul 23 20:52,,327.66,5.72,5.74,567882496.0,176285.23,25.3,0.28,8.24
S1331,Success,8h 13m 59s,27,,20727.0,0.2744,2.16,Jul 23 17:13,Jul 24 01:27,,327.66,14.13,10.2,597624832.0,207509.53,93.56,0.58,11.55
S1444,Success,7h 47m 1s,24,,18232.0,0.2996,0.56,Jul 23 17:14,Jul 24 01:01,,327.66,10.06,7.17,564329344.0,165152.94,131.26,0.09,8.24
S1333,Success,5h 52m 16s,18,,16252.0,0.2838,0.19,Jul 23 17:07,Jul 23 22:59,,327.66,5.86,5.62,575856704.0,158343.08,42.42,0.27,8.24
S1337,Success,10h 19m 51s,33,,18825.0,0.2356,1.18,Jul 23 17:13,Jul 24 03:33,,327.66,10.31,8.23,581110720.0,251763.02,87.98,0.81,8.24
S1447,Success,5h 35m 24s,18,,13130.0,0.2221,0.62,Jul 23 17:09,Jul 23 22:45,,327.66,9.99,7.29,569351616.0,167809.97,100.6,0.21,8.24
S1446,Success,4h 34m 2s,15,,11010.0,0.2493,0.84,Jul 23 17:10,Jul 23 21:44,,327.66,6.22,6.21,557798528.0,122587.72,117.28,0.27,8.24
S1339,Success,8h 23m 36s,27,,20665.0,0.2742,1.96,Jul 23 17:15,Jul 24 01:38,,327.66,14.13,11.3,596650944.0,210045.91,68.95,0.58,11.55
S1454,Success,4h 53m 4s,15,,12614.0,0.2507,0.44,Jul 23 17:09,Jul 23 22:02,,327.66,10.58,7.96,558325440.0,297051.34,94.01,0.39,8.24
S1443,Success,9h 23m 14s,30,,22272.0,0.3087,1.42,Jul 23 17:15,Jul 24 02:38,,327.66,9.9,7.57,570995072.0,286748.5,139.09,0.25,8.24
S1445,Success,7h 9m 16s,24,,17245.0,0.2908,0.46,Jul 23 17:13,Jul 24 00:22,,327.66,5.63,6.41,568287488.0,156693.3,114.36,0.12,8.24
S1452,Success,5h 49m 19s,18,,14892.0,0.2635,1.9,Jul 23 17:10,Jul 23 22:59,,327.66,11.48,8.0,571704896.0,264416.69,133.69,0.26,8.24
S1449,Success,7h 10m 43s,24,,19008.0,0.3095,1.25,Jul 23 17:12,Jul 24 00:22,,327.66,10.89,7.34,557823936.0,226302.69,172.9,0.23,8.24
S1455,Success,7h 14m 44s,24,,13727.0,0.2538,0.66,Jul 23 17:10,Jul 24 00:25,,327.66,5.61,6.44,572422720.0,195994.69,82.8,0.2,8.24
S1448,Success,6h 36m 39s,21,,16263.0,0.2546,0.14,Jul 23 17:11,Jul 23 23:47,,327.66,10.16,6.95,558272448.0,174754.19,70.77,0.17,8.24
S1462,Success,3h 28m 10s,12,,8605.0,0.1955,0.09,Jul 23 17:13,Jul 23 20:41,,327.66,5.58,5.63,573094912.0,129506.95,79.06,0.25,8.24
S1453,Success,6h 40m 34s,21,,17304.0,0.2907,0.5,Jul 23 17:12,Jul 23 23:53,,327.66,8.64,6.43,557807872.0,214271.75,115.41,0.2,8.24
S1450,Success,8h 51m 4s,27,,23342.0,0.3316,2.03,Jul 23 17:14,Jul 24 02:05,,327.66,15.22,6.68,576251520.0,305461.47,140.21,0.56,8.24
S1461,Success,6h 13m 2s,21,,13307.0,0.2367,0.79,Jul 23 17:14,Jul 23 23:27,,327.66,9.03,8.14,567043264.0,217599.94,102.44,0.41,8.24
S1451,Success,9h 54m 9s,30,,23827.0,0.3125,2.36,Jul 23 17:17,Jul 24 03:11,,327.66,16.44,11.49,592656192.0,185859.02,164.99,0.58,11.55
S1465,Success,5h 19m 41s,18,,15575.0,0.279,0.32,Jul 23 17:13,Jul 23 22:33,,327.66,10.54,6.31,590049408.0,265150.31,144.68,0.66,8.24
S1460,Success,7h 46m 52s,24,,17207.0,0.2592,0.69,Jul 23 17:12,Jul 24 00:59,,327.66,10.61,9.13,568376896.0,217070.44,126.55,0.34,8.24
S1458,Success,11h 59m 53s,36,,23093.0,0.303,2.18,Jul 23 17:16,Jul 24 05:15,,327.66,14.13,11.48,595195264.0,212328.81,186.52,0.58,11.55
S1456,Success,10h 50m 55s,33,,22047.0,0.2945,1.03,Jul 23 17:14,Jul 24 04:05,,327.66,13.13,8.86,595092032.0,269327.56,188.25,0.56,8.24
S1468,Success,6h 26m 52s,21,,16273.0,0.247,0.21,Jul 23 17:15,Jul 23 23:42,,327.66,6.78,7.31,566867968.0,191605.98,104.61,0.3,8.24
S1457,Success,9h 26m 49s,30,,19504.0,0.2659,2.71,Jul 23 17:11,Jul 24 02:37,,327.66,17.0,11.12,601956608.0,313257.31,172.66,0.69,9.44
S1471,Success,7h 40m 56s,24,,18646.0,0.2756,0.36,Jul 23 17:16,Jul 24 00:57,,327.66,7.78,7.43,569270592.0,193535.23,172.68,0.51,8.24
S1464,Success,6h 28m 25s,21,,17767.0,0.2918,0.18,Jul 23 17:15,Jul 23 23:43,,327.66,6.11,6.79,574116352.0,193902.62,194.68,0.38,8.24
S1472,Success,7h 28m 9s,24,,20722.0,0.3081,2.67,Jul 23 17:15,Jul 24 00:43,,327.66,9.82,7.07,572457856.0,180390.77,199.11,0.55,8.24
S1474,Success,5h 27m 30s,18,,15305.0,0.2515,0.17,Jul 23 17:14,Jul 23 22:41,,327.66,7.77,6.56,577145408.0,172266.7,107.33,0.7,8.24
S1467,Success,6h 53m 59s,21,,17537.0,0.2505,0.7,Jul 23 17:15,Jul 24 00:09,,327.66,11.07,8.29,581315584.0,199696.91,110.11,0.63,8.24
S1473,Success,7h 37m 39s,24,,18759.0,0.3012,0.4,Jul 23 17:17,Jul 24 00:54,,327.66,6.21,6.97,564606784.0,195370.22,165.68,0.39,8.24
S1463,Success,8h 41m 49s,27,,25486.0,0.3341,2.16,Jul 23 17:19,Jul 24 02:01,,327.66,14.13,11.52,595368000.0,216620.42,220.06,0.58,11.55
S1466,Success,8h 35m 11s,27,,23831.0,0.2864,1.06,Jul 23 17:18,Jul 24 01:53,,327.66,10.35,8.58,600789696.0,211182.55,124.28,0.8,8.24
S1459,Success,11h 52m 40s,36,,23930.0,0.3125,2.36,Jul 23 17:18,Jul 24 05:11,,327.66,14.97,11.53,597532544.0,256755.09,117.88,0.58,11.55
S1470,Success,9h 41m 38s,30,,32745.0,0.4295,3.64,Jul 23 17:21,Jul 24 03:03,,327.66,14.13,11.48,595880192.0,214525.69,209.17,0.58,11.55
S1483,Success,7h 39m 11s,24,,17501.0,0.2858,2.1,Jul 23 17:23,Jul 24 01:02,,327.66,10.22,10.65,567943104.0,174142.59,45.15,0.48,8.24
S1480,Success,6h 57m 33s,21,,13958.0,0.2412,0.17,Jul 23 17:14,Jul 24 00:11,,327.66,6.01,6.61,577078656.0,168861.5,122.88,0.42,8.24
S1484,Success,8h 16m 52s,27,,21509.0,0.2855,2.19,Jul 23 17:26,Jul 24 01:43,,327.66,14.13,11.53,595688512.0,214802.75,103.61,0.58,11.55
S1475,Success,7h 24m 49s,24,,20673.0,0.3073,0.16,Jul 23 17:17,Jul 24 00:42,,327.66,6.45,6.1,573961152.0,161822.95,91.83,0.41,8.24
S1476,Success,6h 48m 42s,21,,16820.0,0.2514,0.72,Jul 23 17:15,Jul 24 00:04,,327.66,12.95,10.87,558721600.0,246903.12,70.29,0.36,8.52
S1479,Success,10h 31m 28s,33,,23340.0,0.3079,2.34,Jul 23 17:19,Jul 24 03:51,,327.66,14.13,10.32,597012608.0,224645.23,123.43,0.58,11.55
S1481,Success,6h 39m 27s,21,,11579.0,0.2153,2.78,Jul 23 17:17,Jul 23 23:56,,327.66,11.88,12.7,569582848.0,303405.0,129.02,0.36,11.05
S1478,Success,9h 12m 37s,30,,19189.0,0.3084,0.8,Jul 23 17:16,Jul 24 02:29,,327.66,5.8,6.25,575929024.0,139626.45,188.76,0.3,8.24
S1469,Success,8h 5m 11s,27,,20872.0,0.277,2.3,Jul 23 17:19,Jul 24 01:25,,327.66,14.13,11.52,595590016.0,215659.25,62.61,0.58,11.55
S1490,Success,3h 50m 2s,12,,8294.0,0.1954,0.09,Jul 23 17:17,Jul 23 21:07,,327.66,7.16,5.82,557800576.0,154761.41,79.42,0.25,8.24
S1485,Success,7h 4m 52s,24,,18432.0,0.287,0.44,Jul 23 17:22,Jul 24 00:26,,327.66,10.44,8.85,558374720.0,168846.33,144.72,0.39,8.24
S1582,Success,10h 17m 15s,33,,17031.0,0.2904,0.36,Jul 23 17:20,Jul 24 03:37,,327.66,5.55,6.53,559568896.0,152321.19,80.01,0.18,8.24
S1482,Success,11h 17m 17s,36,,20943.0,0.2782,2.16,Jul 23 17:23,Jul 24 04:41,,327.66,14.13,11.54,595730560.0,214431.06,97.18,0.58,11.55
S1587,Success,4h 35m 15s,15,,9925.0,0.2142,0.18,Jul 23 17:18,Jul 23 21:54,,327.66,5.64,6.31,561583872.0,150033.05,75.15,0.14,8.24
S1487,Success,8h 48m 34s,27,,16936.0,0.2373,2.92,Jul 23 17:19,Jul 24 02:08,,327.66,17.36,12.86,565404416.0,234788.0,105.52,0.4,11.91
S1477,Success,8h 22m 32s,27,,30365.0,0.4002,3.45,Jul 23 17:19,Jul 24 01:41,,327.66,14.13,11.53,596042432.0,221461.3,209.88,0.58,11.55
S1489,Success,8h 56m 32s,27,,20398.0,0.2983,0.63,Jul 23 17:22,Jul 24 02:18,,327.66,11.28,9.8,559898176.0,230757.48,64.97,0.48,8.24
S1583,Success,7h 23m 49s,24,,18533.0,0.2849,0.34,Jul 23 17:22,Jul 24 00:46,,327.66,8.07,6.52,565995712.0,197994.55,97.07,0.37,8.24
S1581,Success,8h 55m 5s,27,,17457.0,0.2572,0.55,Jul 23 17:23,Jul 24 02:18,,327.66,7.84,7.53,570177152.0,209290.19,75.03,0.18,8.24
S1488,Success,9h 18m 34s,30,,21285.0,0.282,2.24,Jul 23 17:24,Jul 24 02:42,,327.66,14.13,11.53,596574592.0,227055.0,86.88,0.58,11.55
S1585,Success,11h 12m 15s,36,,17430.0,0.2593,0.15,Jul 23 17:22,Jul 24 04:34,,327.66,10.59,7.32,558705920.0,232662.52,67.17,0.19,8.24
S1589,Success,10h 15m 19s,33,,21579.0,0.285,2.41,Jul 23 17:25,Jul 24 03:41,,327.66,14.13,10.21,591239808.0,209293.28,103.36,0.58,11.55
S1486,Success,7h 11m 21s,24,,18554.0,0.2597,1.35,Jul 23 17:22,Jul 24 00:33,,327.66,13.6,11.83,585931776.0,255065.52,112.14,0.9,10.99
S1594,Success,5h 39m 4s,18,,13068.0,0.2212,1.22,Jul 23 17:22,Jul 23 23:01,,327.66,6.14,7.62,577998336.0,171626.94,91.17,0.14,8.24
S1586,Success,11h 31m 11s,36,,19974.0,0.321,0.14,Jul 23 17:24,Jul 24 04:55,,327.66,5.45,6.15,567211456.0,161371.2,64.14,0.16,8.24
S1584,Success,13h 37m 27s,42,,21261.0,0.2802,2.35,Jul 23 17:25,Jul 24 07:03,,327.66,14.13,11.83,584696128.0,231882.23,88.55,0.58,11.55
S1602,Success,4h 34m 15s,15,,10679.0,0.2078,1.24,Jul 23 17:23,Jul 23 21:58,,327.66,10.07,9.06,559989248.0,272988.81,113.6,0.48,8.24
S1591,Success,7h 17m 25s,24,,17258.0,0.2802,2.88,Jul 23 17:23,Jul 24 00:41,,327.66,12.66,13.81,571448896.0,325864.03,108.19,0.29,11.45
S1596,Success,7h 20m 58s,24,,13461.0,0.2461,2.85,Jul 23 17:22,Jul 24 00:43,,327.66,11.37,12.86,571281856.0,308727.06,40.14,0.24,11.44
S1593,Success,7h 30m 42s,24,,17767.0,0.2768,1.39,Jul 23 17:24,Jul 24 00:55,,327.66,14.08,11.45,568758656.0,304369.91,110.68,0.44,9.74
S1588,Success,8h 13m 14s,27,,19996.0,0.3231,0.12,Jul 23 17:23,Jul 24 01:37,,327.66,7.43,5.48,557796992.0,138300.98,35.49,0.22,8.24
S1603,Success,3h 40m 5s,12,,8431.0,0.1867,0.33,Jul 23 17:22,Jul 23 21:02,,327.66,10.89,10.13,561849536.0,256793.75,109.71,0.15,8.24
S1590,Success,11h 19m 37s,36,,22682.0,0.2972,3.39,Jul 23 17:24,Jul 24 04:43,,327.66,12.18,13.4,571419392.0,319124.97,133.84,0.67,11.47
S1595,Success,10h 58m 33s,33,,20696.0,0.2747,2.43,Jul 23 17:29,Jul 24 04:28,,327.66,14.13,11.57,594636160.0,213866.73,51.24,0.58,11.55
S1601,Success,7h 2m 14s,24,,16426.0,0.2403,3.46,Jul 23 17:24,Jul 24 00:26,,327.66,17.32,13.01,570436224.0,241069.72,124.53,0.45,12.92
S1592,Success,7h 13m 39s,24,,16786.0,0.2345,0.87,Jul 23 17:24,Jul 24 00:37,,327.66,12.61,11.2,567547136.0,248841.52,88.62,0.27,9.25
S1598,Success,11h 22m 59s,36,,19778.0,0.2737,2.9,Jul 23 17:26,Jul 24 04:49,,327.66,18.08,12.99,581491136.0,324670.44,186.09,0.65,11.38
S1597,Success,12h 38m 57s,39,,23028.0,0.2802,4.49,Jul 23 17:27,Jul 24 06:06,,327.66,21.12,11.28,588268672.0,339837.91,199.43,0.67,10.51
S1600,Success,10h 47m 25s,33,,22456.0,0.2915,2.33,Jul 23 17:32,Jul 24 04:19,,327.66,16.4,11.5,584333312.0,245028.2,116.27,0.58,11.55
S1599,Success,12h 12m 45s,39,,21617.0,0.2845,2.25,Jul 23 17:28,Jul 24 05:41,,327.66,14.13,11.54,593622528.0,211104.86,133.25,0.58,11.55
S1611,Success,7h 11m 7s,24,,16904.0,0.2578,2.92,Jul 23 17:28,Jul 24 00:39,,327.66,10.83,12.31,570751872.0,303902.12,90.32,0.32,10.72
S1605,Success,9h 21m 38s,30,,22697.0,0.2975,2.42,Jul 23 17:29,Jul 24 02:51,,327.66,14.13,11.52,594427264.0,207554.72,185.83,0.58,11.55
S1607,Success,7h 5m 54s,24,,17910.0,0.2541,0.43,Jul 23 17:25,Jul 24 00:31,,327.66,6.3,7.17,581129472.0,186245.53,167.14,0.44,8.24
S1604,Success,6h 14m 18s,21,,16857.0,0.2859,0.1,Jul 23 17:25,Jul 23 23:39,,327.66,5.85,5.91,575856832.0,178510.64,46.45,0.27,8.24
S1612,Success,5h 17m 41s,18,,9183.0,0.1863,0.13,Jul 23 17:25,Jul 23 22:43,,327.66,8.48,6.65,561630656.0,161890.34,53.08,0.38,8.24
S1609,Success,8h 53m 10s,27,,14619.0,0.2199,1.06,Jul 23 17:23,Jul 24 02:16,,327.66,10.81,9.2,583083072.0,246715.44,115.92,0.77,8.24
S1610,Success,10h 57m 20s,33,,18596.0,0.2652,0.24,Jul 23 17:26,Jul 24 04:23,,327.66,9.92,6.45,581941696.0,171810.38,91.41,0.8,8.24
S1606,Success,7h 11m 13s,24,,19176.0,0.2786,1.44,Jul 23 17:24,Jul 24 00:35,,327.66,13.64,9.79,597653184.0,279991.41,209.1,0.82,8.24
S1617,Success,9h 35m 23s,30,,19479.0,0.2868,1.49,Jul 23 17:29,Jul 24 03:04,,327.66,13.53,7.64,590433856.0,283050.94,114.85,0.81,8.24
S1608,Success,11h 14m 10s,36,,17966.0,0.2488,1.25,Jul 23 17:25,Jul 24 04:39,,327.66,10.33,9.84,594477888.0,280744.09,121.42,0.84,8.24
S1613,Success,8h 29m 10s,27,,19854.0,0.3043,0.87,Jul 23 17:27,Jul 24 01:57,,327.66,11.3,9.74,571705792.0,248868.91,205.29,0.48,8.24
S1618,Success,6h 28m 23s,21,,12316.0,0.24,0.18,Jul 23 17:26,Jul 23 23:54,,327.66,5.76,5.96,574327168.0,136625.23,130.89,0.22,8.24
S1625,Success,5h 56m 42s,18,,13144.0,0.2395,2.26,Jul 23 17:26,Jul 23 23:23,,327.66,14.16,12.1,562183232.0,234304.7,148.93,0.34,11.25
S1614,Success,10h 4m 54s,33,,28110.0,0.3828,2.98,Jul 23 17:31,Jul 24 03:36,,327.66,9.63,7.56,600167296.0,228488.56,201.05,0.69,8.24
S1621,Success,11h 0m 58s,36,,24689.0,0.3563,4.26,Jul 23 17:28,Jul 24 04:29,,327.66,7.96,9.12,589794944.0,297414.59,187.67,0.71,8.24
S1616,Success,9h 19m 41s,30,,20726.0,0.2654,2.7,Jul 23 17:28,Jul 24 02:47,,327.66,13.01,10.78,605579072.0,236856.95,128.79,1.11,8.37
S1615,Success,10h 6m 38s,33,,22418.0,0.2869,0.88,Jul 23 17:31,Jul 24 03:37,,327.66,9.01,10.32,575847168.0,243309.58,199.2,0.42,8.93
S1626,Success,7h 35m 30s,24,,17048.0,0.2498,0.21,Jul 23 17:28,Jul 24 01:04,,327.66,7.58,7.04,575478016.0,203858.95,114.13,0.34,8.24
S1619,Success,10h 15m 20s,33,,16154.0,0.2293,3.68,Jul 23 17:27,Jul 24 03:43,,327.66,13.27,13.85,573150400.0,310729.84,96.16,0.26,12.64
S1624,Success,7h 55m 14s,24,,20346.0,0.2898,2.59,Jul 23 17:29,Jul 24 01:24,,327.66,10.05,9.47,583140416.0,233589.27,120.37,0.76,8.33
S1620,Success,12h 20m 36s,39,,20797.0,0.2762,2.4,Jul 23 17:33,Jul 24 05:54,,327.66,14.13,11.53,595478848.0,215271.22,42.85,0.58,11.55
S1627,Success,6h 9m 59s,21,,13932.0,0.24,0.35,Jul 23 17:26,Jul 23 23:36,,327.66,9.25,9.04,571110464.0,237687.34,69.97,0.57,8.24
S1622,Success,9h 43m 15s,30,,29085.0,0.3813,2.18,Jul 23 17:34,Jul 24 03:17,,327.66,14.13,11.52,595956096.0,199761.62,157.35,0.58,11.55
S1623,Success,8h 49m 41s,27,,21913.0,0.3088,2.68,Jul 23 17:31,Jul 24 02:21,,327.66,10.32,10.06,572687360.0,282828.56,178.88,0.44,8.52
S1628,Success,6h 43m 51s,21,,16853.0,0.3048,0.05,Jul 23 17:29,Jul 24 00:13,,327.66,5.63,5.4,570406912.0,132661.59,46.27,0.29,8.24
S1636,Success,3h 50m 16s,12,,9127.0,0.197,0.42,Jul 23 17:29,Jul 23 21:20,,327.66,9.37,9.48,569567744.0,220444.39,56.15,0.31,8.24
S1630,Success,7h 10m 7s,24,,21079.0,0.3039,2.8,Jul 23 17:27,Jul 24 00:37,,327.66,11.36,12.65,576507392.0,305246.66,170.89,0.63,10.68
S1644,Success,3h 24m 14s,12,,8196.0,0.1791,0.15,Jul 24 01:45,Jul 24 05:09,,327.66,5.75,7.2,573954368.0,214748.05,66.94,0.18,8.24
S1635,Success,6h 25m 35s,21,,16379.0,0.2701,0.97,Jul 23 17:31,Jul 23 23:57,,327.66,11.38,9.71,560326208.0,201302.59,78.62,0.38,8.81
S1639,Success,6h 47m 26s,21,,18014.0,0.2717,0.93,Jul 23 17:31,Jul 24 00:19,,327.66,9.19,9.71,567931136.0,215862.8,125.68,0.61,8.48
S1632,Success,7h 7m 46s,24,,18342.0,0.2703,0.62,Jul 23 17:32,Jul 24 00:40,,327.66,9.83,10.42,571691520.0,285751.41,138.01,0.47,8.24
S1637,Success,10h 36m 49s,33,,17482.0,0.2819,1.46,Jul 23 17:32,Jul 24 04:09,,327.66,12.51,10.41,564217920.0,200242.36,218.31,0.33,9.54
S1631,Success,9h 27m 13s,30,,25950.0,0.3405,2.38,Jul 23 17:37,Jul 24 03:04,,327.66,14.13,11.53,597619264.0,198513.62,131.26,0.58,11.55
S1640,Success,6h 30m 28s,21,,16649.0,0.2507,0.13,Jul 23 17:31,Jul 24 00:01,,327.66,6.43,6.72,565945664.0,164304.91,142.07,0.32,8.24
S1633,Success,6h 35m 40s,21,,16524.0,0.2566,2.63,Jul 23 17:31,Jul 24 00:07,,327.66,10.43,12.49,571865536.0,297501.78,156.21,0.24,10.91
S1642,Success,4h 54m 2s,15,,13379.0,0.2481,0.19,Jul 23 17:30,Jul 23 22:24,,327.66,5.86,5.6,575856704.0,127350.96,86.73,0.49,8.24
S1629,Success,12h 23m 45s,39,,22009.0,0.2939,2.88,Jul 23 17:30,Jul 24 05:54,,327.66,10.43,12.6,571865536.0,304385.88,191.49,0.35,10.91
S1643,Success,6h 19m 26s,21,,17762.0,0.2877,0.15,Jul 23 17:33,Jul 23 23:53,,327.66,5.72,6.12,568847360.0,163656.56,65.06,0.37,8.24
S1634,Success,7h 46m 38s,24,,20502.0,0.279,0.17,Jul 23 17:34,Jul 24 01:21,,327.66,8.15,6.76,557823936.0,171897.88,100.62,0.35,8.24
S1638,Success,8h 4m 42s,27,,23503.0,0.3114,2.47,Jul 23 17:35,Jul 24 01:40,,327.66,14.13,11.53,595888320.0,214925.61,180.84,0.58,11.55
S1641,Success,7h 46m 12s,24,,21198.0,0.2815,2.18,Jul 23 17:36,Jul 24 01:22,,327.66,14.13,11.53,595686656.0,219634.16,140.83,0.58,11.55
